name	path	ableton_version_full	file_size_mb	created	modified	num_tracks	ableton_version	creation_year	last_modified_year	track_types	device_types	plugins_vst	plugins_au
Black Panther feat Flaming Lips Zomby [Slowed]	./_remix edits cuts/Black Panther feat Flaming Lips Zomby [Slowed] Project remix/Black Panther feat Flaming Lips Zomby [Slowed].als	10.0_370	0.29	2024-11-03 00:04:26	2018-07-26 23:12:09	17	10	2024	2018	AudioTrack, GroupTrack, MidiTrack, MasterTrack	Eq8, BeatRepeat, AudioEffectGroupDevice, Flanger, Reverb, AutoFilter, DrumGroupDevice		
crying cume	./_remix edits cuts/dairrhea cult quick chop/crying cume.als	10.0_370	0.18	2024-11-03 00:04:27	2018-07-26 23:18:21	5	10	2024	2018	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Flanger, DrumGroupDevice, Reverb, CrossDelay		
soul2	./_remix edits cuts/soul2 Project/soul2.als	10.0_377	0.04	2024-11-03 00:04:28	2019-11-09 16:16:40	4	10	2024	2019	AudioTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Compressor2, Reverb, Delay		
soul2 w beat	./_remix edits cuts/soul2 Project/soul2 w beat.als	11.0_436	0.14	2024-11-03 00:04:28	2022-09-24 13:23:34	5	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Compressor2, PluginDevice, AutoFilter, Reverb, Delay	Maschine 2	
gypsy jazz	./_remix edits cuts/gypsy jazz Project/gypsy jazz.als	11.0_436	0.09	2024-11-03 00:04:27	2022-09-21 19:23:00	7	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Reverb, Echo	Guitar Rig 5, Komplete Kontrol	
cucuba	./_remix edits cuts/cucuba Project/cucuba.als	10.0_370	0.05	2024-11-03 00:04:27	2018-07-26 23:18:08	6	10	2024	2018	AudioTrack, ReturnTrack, MasterTrack	Reverb, CrossDelay		
nina beat	./_remix edits cuts/nina beat Project/nina beat.als	10.0_377	0.18	2024-11-03 00:04:28	2021-07-06 16:54:52	5	10	2024	2021	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Eq8, Compressor2, Flanger, AutoFilter, AudioEffectGroupDevice	Maschine 2, Guitar Rig 5	
soul sample	./_remix edits cuts/soul sample Project/soul sample.als	10.0_377	0.18	2024-11-03 00:04:28	2022-11-20 02:28:33	9	10	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice, Compressor2, Reverb	Reaktor 6 FX, Guitar Rig 5, Komplete Kontrol, Maschine 2	
fatty	./_remix edits cuts/timagatchi fatty Project/fatty.als	10.0_370	1.37	2024-11-03 00:04:28	2018-11-04 16:02:08	5	10	2024	2018	AudioTrack, ReturnTrack, MasterTrack	AutoFilter, Compressor2, Eq8, Reverb, CrossDelay, GlueCompressor, PluginDevice	iZotope Ozone 5	
rodriguesed x kanye speak 2	./_remix edits cuts/rodriguesed x kanye speak Project/rodriguesed x kanye speak 2.als	10.0_377	1.39	2024-11-03 00:04:28	2019-09-09 22:38:59	8	10	2024	2019	MidiTrack, AudioTrack, ReturnTrack, MasterTrack	DrumGroupDevice, AudioEffectGroupDevice, MidiArpeggiator, InstrumentGroupDevice, Compressor2, AutoFilter, Eq8, AutoPan, Reverb, Delay, PluginDevice	iZotope Ozone 5	
japbeat chop	./_remix edits cuts/japanese beat chop/japbeat chop.als	10.0_370	0.03	2024-11-03 00:04:28	2018-07-26 23:22:01	7	10	2024	2018	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Compressor2, Eq8, OriginalSimpler, CrossDelay, PluginDevice	iZotope Ozone 5	
such chull	./_remix edits cuts/such chull latin Project/such chull.als	10.0_370	0.05	2024-11-03 00:04:28	2018-07-26 23:30:17	5	10	2024	2018	AudioTrack, ReturnTrack, MasterTrack	FrequencyShifter, Eq8, Reverb, AutoPan, CrossDelay		
Beatles Flying	./_remix edits cuts/Beatles Flying Project/Beatles Flying.als	10.0_370	0.28	2024-11-03 00:04:26	2018-07-27 01:01:28	9	10	2024	2018	AudioTrack, MidiTrack, MasterTrack	StereoGain, AutoFilter, BeatRepeat, Compressor2, DrumGroupDevice		
Tuff Unicorns [Slowed] 2	./_remix edits cuts/Tuff Unicorns [Slowed] Project source track/Tuff Unicorns [Slowed] 2.als	10.0_377	0.01	2024-11-03 00:04:27	2019-11-01 23:30:47	4	10	2024	2019	AudioTrack, ReturnTrack, MasterTrack	BeatRepeat, Eq8, Flanger, AudioEffectGroupDevice		
elvis treat me mean and cuel	./_remix edits cuts/elvis treat me mean and cuel Project/elvis treat me mean and cuel.als	10.0_377	0.03	2024-11-03 00:04:27	2021-10-10 02:03:59	3	10	2024	2021	AudioTrack, MasterTrack	Gate, StereoGain, PluginDevice, Compressor2, Echo, Eq8	Guitar Rig 5	
Untitledf	./_remix edits cuts/zepbe Project/Untitledf.als	11.0_436	0.11	2024-11-03 00:04:28	2022-11-19 16:13:27	12	11	2024	2022	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, Gate, Reverb, Echo	Guitar Rig 5, Komplete Kontrol, Maschine 2	
zepbe	./_remix edits cuts/zepbe Project/zepbe.als	11.0_436	0.09	2024-11-03 00:04:28	2022-09-24 13:43:27	2	11	2024	2022	MidiTrack, MasterTrack	PluginDevice, Eq8, AutoFilter	Maschine 2	
Chillhop shuggie	./_remix edits cuts/Chillhop shuggie Project/Chillhop shuggie.als	10.0_370	0.01	2024-11-03 00:04:27	2018-07-26 23:17:29	4	10	2024	2018	AudioTrack, ReturnTrack, MasterTrack	Reverb, AutoFilter		
Night Hawk w Victor [Shitty]	./___Dimensions_/wip_Night Hawk w Victor shity Project/Night Hawk w Victor [Shitty].als	10.0_370	0.46	2024-11-02 23:55:38	2018-07-27 01:26:41	19	10	2024	2018	MidiTrack, AudioTrack, MasterTrack	InstrumentGroupDevice, Phaser, DrumGroupDevice, MultiSampler, AutoFilter, BeatRepeat, AudioEffectGroupDevice, MidiArpeggiator, Flanger, PingPongDelay, Reverb, Eq8, Compressor2		
8 space outro	./___Dimensions_/8 space outro Project/8 space outro.als	11.0_11300	0.04	2024-12-02 20:01:32	2024-12-02 20:01:32	4	11	2024	2024	AudioTrack, MasterTrack	Echo, Eq8, PluginDevice, StereoGain, Delay, BeatRepeat, AudioEffectGroupDevice	iZotope Ozone 5	
pad jam t	./___Dimensions_/wip jungle drum pad jam t Project/pad jam t.als	10.0_370	0.46	2024-11-02 23:55:38	2019-02-16 21:29:09	7	10	2024	2019	MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, Operator, Reverb, CrossDelay		
5	./___Dimensions_/5 planetary noise Project/5.als	10.0_377	1.34	2024-11-02 23:55:01	2020-02-15 13:06:09	23	10	2024	2020	AudioTrack, GroupTrack, MidiTrack, MasterTrack	AudioEffectGroupDevice, Eq8, PluginDevice, DrumGroupDevice, GlueCompressor, InstrumentGroupDevice, Delay, BeatRepeat, AutoFilter, Limiter, AuPluginDevice, Reverb, Phaser	TAL-Chorus-LX, iZotope Ozone 5	GS-201
jarryork	./___Dimensions_/jarryork mac Project/jarryork.als	11.0_11300	0.09	2024-12-03 00:10:07	2024-12-03 00:10:07	6	11	2024	2024	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	StereoGain, Flanger, Eq8, PluginDevice, AutoPan, BeatRepeat, AudioEffectGroupDevice, GlueCompressor, AuPluginDevice	Toraverb, iZotope Ozone 5	GS-201
jarryork 23	./___Dimensions_/jarryork mac Project/jarryork 23.als	11.0_11300	0.09	2024-12-03 00:05:14	2024-12-03 00:05:14	5	11	2024	2024	AudioTrack, ReturnTrack, MasterTrack	StereoGain, Flanger, Eq8, PluginDevice, AutoPan, BeatRepeat, AudioEffectGroupDevice, GlueCompressor, AuPluginDevice	Toraverb, iZotope Ozone 5	GS-201
radiohead ChoPPED sCREWD 22	./___Dimensions_/radiohead chop screw Project/radiohead ChoPPED sCREWD 22.als	11.0_436	0.08	2024-11-02 23:55:34	2022-11-19 20:09:09	7	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	Eq8, AutoFilter, AudioEffectGroupDevice, Reverb, Delay, PluginDevice	Tal-Chorus-LX, iZotope Ozone 5	
2	./___Dimensions_/2 space swim Project/2.als	11.0_11202	0.94	2024-11-02 23:54:50	2023-09-01 23:43:51	20	11	2024	2023	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	AudioEffectGroupDevice, AutoFilter, Flanger, PluginDevice, Eq8, Compressor2, BeatRepeat, Reverb, GlueCompressor, DrumGroupDevice, AuPluginDevice, AutoPan	iZotope Ozone 5, TAL-Chorus-LX, Ozone Pro	GS-201
portasynth	./___Dimensions_/portasynth Project/portasynth.als	10.0_370	0.19	2024-11-02 23:55:34	2019-04-07 21:28:06	10	10	2024	2019	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Eq8, DrumGroupDevice, UltraAnalog, Reverb, CrossDelay		
1	./___Dimensions_/1 whirl tron Project/1.als	11.0_11202	1.41	2024-11-02 23:54:44	2023-09-01 23:55:26	28	11	2024	2023	AudioTrack, GroupTrack, MidiTrack, MasterTrack	Eq8, Compressor2, PluginDevice, Reverb, StereoGain, AutoFilter, DrumGroupDevice, Chorus, Phaser, AudioEffectGroupDevice, GlueCompressor, AutoPan, Corpus, Delay, Flanger, Resonator, AuPluginDevice	iZotope Ozone 5	GS-201
SpokoACIDsampler [song] [unmxd]	./___Dimensions_/SpokoACIDsampler [song] [unmxd] Project/SpokoACIDsampler [song] [unmxd].als	10.0_377	0.59	2024-11-30 23:14:04	2024-11-30 23:13:04	12	10	2024	2024	AudioTrack, GroupTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Compressor2, MultiSampler, StereoGain, AutoPan, AuPluginDevice	iZotope Ozone 5, ValhallaRoom	GS-201
3	./___Dimensions_/3 trapped in 3d Project/3.als	11.0_11300	2.05	2024-12-02 20:51:17	2024-12-02 20:50:13	37	11	2024	2024	GroupTrack, MidiTrack, AudioTrack, ReturnTrack, MasterTrack	Eq8, Compressor2, PluginDevice, DrumGroupDevice, Phaser, AutoFilter, AudioEffectGroupDevice, Flanger, AutoPan, MultibandDynamics, AuPluginDevice, StereoGain, InstrumentGroupDevice, BeatRepeat, GlueCompressor, Reverb, Delay	iZotope Ozone 5, Tal-Chorus-LX	GS-201, Crystallizer
dimensions and space 24	./___Dimensions_/__dimensions Project/dimensions and space 24.als	11.0_11300	0.04	2024-11-02 23:55:31	2024-08-27 20:35:55	8	11	2024	2024	AudioTrack, MasterTrack	PluginDevice, AudioEffectGroupDevice	iZotope Ozone 5	
dimensions and space 	./___Dimensions_/__dimensions Project/dimensions and space .als	11.0_11202	0.04	2024-11-02 23:55:31	2023-09-03 11:35:24	8	11	2024	2023	AudioTrack, MasterTrack	PluginDevice, AudioEffectGroupDevice	iZotope Ozone 5	
Drunk 419 - Slow Melo	./___Dimensions_/Slo4Melo19 Project/Drunk 419 - Slow Melo.als	10.0_377	0.36	2024-11-02 23:55:14	2020-10-24 12:53:32	8	10	2024	2020	MidiTrack, AudioTrack, MasterTrack	DrumGroupDevice, AutoPan, StereoGain, Eq8, GlueCompressor, PluginDevice, AudioEffectGroupDevice, BeatRepeat, AutoFilter	iZotope Ozone 5	
Dayumhii	./___Dimensions_/Damnhi [loopset] Project/Dayumhii.als	10.0_377	0.49	2024-11-02 23:55:14	2020-01-31 20:36:27	8	10	2024	2020	MidiTrack, AudioTrack, MasterTrack	DrumGroupDevice, GlueCompressor, Eq8, Compressor2, Reverb, Delay, PluginDevice	iZotope Ozone 5	
Damnhi [loopset]	./___Dimensions_/Damnhi [loopset] Project/Damnhi [loopset].als	10.0_370	0.33	2024-11-02 23:55:14	2019-04-26 19:40:30	9	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Compressor2, Reverb, CrossDelay, DrumGroupDevice, GlueCompressor, PluginDevice	iZotope Ozone 5	
REGAE DUB	./___Dimensions_/wip wobbly elco Project/REGAE DUB.als	10.0_377	0.2	2024-11-02 23:55:38	2019-11-03 23:23:56	12	10	2024	2019	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, InstrumentGroupDevice, BeatRepeat, AudioEffectGroupDevice, DrumGroupDevice, Reverb, Delay	Drumazon	
something	./___Dimensions_/something Project/something.als	10.0_377	1.31	2024-11-02 23:55:37	2020-10-24 12:41:41	13	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, AudioEffectGroupDevice, AutoFilter, Reverb, Flanger, AutoPan, Eq8, Compressor2, AuPluginDevice, GlueCompressor, PluginDevice	iZotope Ozone 5	GS-201
dimension live remix 2	./___Dimensions_/something Project/dimension live remix 2.als	10.0_377	1.08	2024-11-02 23:55:37	2020-01-31 21:28:13	12	10	2024	2020	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	DrumGroupDevice, AudioEffectGroupDevice, AutoFilter, Reverb, Flanger, AutoPan, AuPluginDevice, Compressor2, Phaser		GS-201
6 + 7 Project	./___Dimensions_/6 + 7 dimensions + awakened Project/6 + 7 Project.als	10.0_377	1.58	2024-11-02 23:55:06	2022-11-20 00:26:42	36	10	2024	2022	MidiTrack, GroupTrack, AudioTrack, ReturnTrack, MasterTrack	MultiSampler, Reverb, GrainDelay, Eq8, PluginDevice, AudioEffectGroupDevice, Phaser, Delay, AutoFilter, Compressor2, GlueCompressor, Flanger, FilterDelay, DrumGroupDevice, AutoPan	iZotope Ozone 5, Ozone Pro	
4	./___Dimensions_/4 4th dim Project/4.als	11.0_11300	0.9	2024-12-02 20:33:30	2024-12-02 20:32:30	22	11	2024	2024	GroupTrack, AudioTrack, MidiTrack, ReturnTrack, MasterTrack	Reverb, PluginDevice, Eq8, MultiSampler, AutoPan, InstrumentGroupDevice, GlueCompressor, Corpus, AudioEffectGroupDevice, DrumGroupDevice, AutoFilter, Compressor2, Phaser, AuPluginDevice	iZotope Ozone 5, Tal-Chorus-LX, ValhallaRoom, Solid Bus Comp	GS-201
_heavier demos	./__psychy rock  tracks/_heavier demos Project/_heavier demos.als	10.0_377	0.11	2024-12-02 20:20:54	2024-12-02 20:20:33	15	10	2024	2024	AudioTrack, ReturnTrack, MasterTrack	Eq8, Compressor2, AudioEffectGroupDevice, Reverb, PluginDevice, GlueCompressor	TAL-Chorus-LX, iZotope Ozone 5, iZotope Alloy 2	
rock garage vox 	./__psychy rock  tracks/_heavier demos Project/hevy rock garage lofi vox track Project/rock garage vox .als	11.0_436	0.03	2024-11-03 00:01:39	2022-03-03 00:05:39	5	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
rock garage vox  acoustic edition	./__psychy rock  tracks/_heavier demos Project/hevy rock garage lofi vox track Project/rock garage vox  acoustic edition.als	11.0_436	0.03	2024-11-03 00:01:39	2022-03-03 00:05:39	5	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
pop rock solo	./__psychy rock  tracks/_heavier demos Project/pop rock solo Project/pop rock solo.als	11.0_436	0.09	2024-11-03 00:01:40	2022-03-27 15:39:23	5	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	Gate, StereoGain, PluginDevice, Eq8	Guitar Rig 5, Maschine 2	
doom intro loops	./__psychy rock  tracks/_heavier demos Project/source projects/doom intro Project/doom intro loops.als	10.0_377	0.01	2024-12-02 19:17:35	2024-12-02 19:17:27	3	10	2024	2024	AudioTrack, MasterTrack			
bitcrush distortion jam 303	./__psychy rock  tracks/_heavier demos Project/source projects/botcrush distortion jam 303 Project/bitcrush distortion jam 303.als	10.0_377	0.03	2024-11-03 00:01:40	2022-11-20 01:05:41	2	10	2024	2022	AudioTrack, MasterTrack	BeatRepeat, PluginDevice	Ozone Pro	
heavy 22	./__psychy rock  tracks/_heavier demos Project/wip/heavy 22 Project/heavy 22.als	11.0_11300	0.16	2024-11-03 00:01:41	2023-10-02 00:45:20	6	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Compressor2, Eq8, GlueCompressor	Guitar Rig 5, Komplete Kontrol, Maschine 2	
death march	./__psychy rock  tracks/_heavier demos Project/wip/heav =yy death march Project/death march.als	11.0_11300	0.1	2024-11-03 00:01:41	2023-10-02 00:45:37	5	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice, Compressor2	Guitar Rig 5, Maschine 2	
2tr lubyy chill electric	./__psychy rock  tracks/unmixed jams/2tr lubyy chill electric Project/2tr lubyy chill electric.als	11.0_436	0.36	2024-11-03 00:01:49	2022-09-13 21:53:24	3	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
headset bed jam	./__psychy rock  tracks/unmixed jams/2tr vox+acoustic-fx headset bed jam Project/headset bed jam.als	10.0_377	0.04	2024-11-03 00:01:52	2021-06-05 23:51:29	3	10	2024	2021	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5, Solid Bus Comp	
guitar jam electic w drums	./__psychy rock  tracks/unmixed jams/2tr vox+guitar + drums  jam rocklive Project/guitar jam electic w drums.als	11.0_436	0.14	2024-11-03 00:02:20	2022-03-02 22:49:28	6	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice, Phaser	Guitar Rig 5, Maschine 2	
guitar live	./__psychy rock  tracks/unmixed jams/2tr vox+guitar + drums  jam rocklive Project/included/guitar dist pop live Project/guitar live.als	10.0_377	0.06	2024-11-03 00:02:24	2021-06-05 23:44:30	5	10	2024	2021	AudioTrack, ReturnTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, PluginDevice, Eq8, Reverb, Delay	Reaktor 6 FX, Guitar Rig 5	
2tr guitr funk leax	./__psychy rock  tracks/unmixed jams/2tr guitr funk leax Project/2tr guitr funk leax.als	11.0_11202	0.14	2024-11-03 00:01:48	2023-08-31 22:45:12	7	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	PluginDevice	Maschine 2, Guitar Rig 5	
1tr vox+guitar spacy sadshoom	./__psychy rock  tracks/unmixed jams/1tr vox+guitar spacy sadshoom Project/1tr vox+guitar spacy sadshoom.als	11.0_436	0.01	2024-11-03 00:01:48	2022-12-30 23:04:01	2	11	2024	2022	AudioTrack, MasterTrack	Echo, Chorus, PluginDevice	iZotope Ozone 5	
acoustic in lounge crap mic	./__psychy rock  tracks/unmixed jams/3tr guitar + fx acoustic in lounge crap mic Project/acoustic in lounge crap mic.als	10.0_377	0.12	2024-11-03 00:02:25	2021-04-24 14:07:07	7	10	2024	2021	AudioTrack, MidiTrack, ReturnTrack, MasterTrack	PluginDevice, Limiter, AutoFilter, Operator, Phaser, GrainDelay, Reverb, Delay, AudioEffectGroupDevice	Guitar Rig 5, Solid Bus Comp	
2tr verbby miced amp	./__psychy rock  tracks/unmixed jams/2tr verbby miced amp Project/2tr verbby miced amp.als	11.0_436	0.03	2024-11-03 00:01:50	2022-07-07 00:28:34	7	11	2024	2022	GroupTrack, AudioTrack, MasterTrack	Reverb, Echo, PluginDevice	iZotope Ozone 5	
acosutice chill bunnnnkuhh track	./__psychy rock  tracks/unmixed jams/acosutice chill bunnnnkuhh Project/acosutice chill bunnnnkuhh track.als	11.0_436	0.04	2024-11-03 00:02:26	2022-03-27 16:50:07	5	11	2024	2022	AudioTrack, MasterTrack	Eq8, GlueCompressor, Echo, Reverb, Overdrive, AudioEffectGroupDevice		
acosutice chill bunnnnkuhh	./__psychy rock  tracks/unmixed jams/acosutice chill bunnnnkuhh Project/acosutice chill bunnnnkuhh.als	10.0_377	0.04	2024-11-03 00:02:26	2021-12-01 23:18:18	5	10	2024	2021	AudioTrack, MasterTrack	Eq8, GlueCompressor, Echo, Reverb, Overdrive, AudioEffectGroupDevice		
rockabilly guitar loop	./__psychy rock  tracks/unmixed jams/1tr rockabilly guitar wip loop Project/rockabilly guitar loop.als	11.0_436	0.02	2024-11-03 00:01:48	2022-09-13 21:57:56	2	11	2024	2022	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
2 tr blusy strat jam uncut	./__psychy rock  tracks/unmixed jams/2 tr blusy strat jam uncut Project/2 tr blusy strat jam uncut.als	11.0_436	0.06	2024-11-03 00:01:48	2022-04-16 22:47:42	6	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Gate, Reverb, Echo	Guitar Rig 5	
desk_2020	./__psychy rock  tracks/unmixed jams/2tr voxc+ keys sombre desk_2020 Project/desk_2020.als	11.0_436	0.04	2024-11-03 00:02:24	2022-03-19 18:04:56	3	11	2024	2022	AudioTrack, MidiTrack, MasterTrack	PluginDevice, MidiArpeggiator, MultiSampler, Compressor2	Guitar Rig 5	
doom bluz	./__psychy rock  tracks/unmixed jams/2tr doom ellen bluz/backup/doom bluz.als	11.0_436	0.03	2024-11-03 00:01:48	2022-04-09 15:33:58	5	11	2024	2022	AudioTrack, ReturnTrack, MasterTrack	Amp, PluginDevice, Reverb, Delay	Guitar Rig 5	
slow dark garage jaaam	./__psychy rock  tracks/unmixed jams/2tr vox+guitar slow dark garage jaaam Project/slow dark garage jaaam.als	11.0_436	1.13	2024-11-03 00:02:24	2022-12-30 23:35:41	6	11	2024	2022	MidiTrack, AudioTrack, MasterTrack	PluginDevice, Compressor2, Reverb, Gate, StereoGain, Eq8	Komplete Kontrol, Guitar Rig 5, Reaktor 6 FX, Dirt, Maschine 2, iZotope Ozone 5	
new roume jaamz	./__psychy rock  tracks/unmixed jams/2tr heavy new roume jaamz Project/new roume jaamz.als	11.0_436	0.04	2024-11-03 00:01:49	2022-03-19 17:59:36	3	11	2024	2022	AudioTrack, MasterTrack	Eq8, PluginDevice	Reaktor 6 FX, Guitar Rig 5	
sad verse psych	./__psychy rock  tracks/unmixed jams/2tr vox+guiatr sad vese/sad verse psych.als	10.0_377	0.07	2024-11-03 00:01:52	2021-06-05 23:27:01	3	10	2024	2021	AudioTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice	Reaktor 6 FX, Guitar Rig 5	
4tr psych dueling detuned guitard	./__psychy rock  tracks/unmixed jams/4tr psych dueling detuned guitard Project/4tr psych dueling detuned guitard.als	11.0_436	0.08	2024-11-03 00:02:25	2023-01-15 11:39:06	6	11	2024	2023	AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
sad jammm living romom	./__psychy rock  tracks/unmixed jams/2tr guitar + drums sad jammm living rom Project/sad jammm living romom.als	10.0_377	0.08	2024-11-03 00:01:48	2022-11-20 02:21:38	4	10	2024	2022	AudioTrack, MasterTrack	Eq8, PluginDevice, FilterDelay, AudioEffectGroupDevice	Guitar Rig 5, Ozone Pro	
_psych demos	./__psychy rock  tracks/_psych demos Project/_psych demos.als	10.0_377	0.22	2024-11-03 00:01:42	2021-06-13 13:55:43	25	10	2024	2021	AudioTrack, GroupTrack, MasterTrack	PluginDevice, AudioEffectGroupDevice, Eq8, Compressor2, GlueCompressor, AutoPan, Saturator	iZotope Ozone 5, iZotope Alloy 2	
outer space pt2	./__psychy rock  tracks/_psych demos Project/autotune Space Project/outer space pt2.als	11.0_11300	0.09	2024-11-03 00:01:43	2023-10-02 00:47:32	12	11	2024	2023	AudioTrack, MidiTrack, GroupTrack, ReturnTrack, MasterTrack	MidiChord, PluginDevice, DrumGroupDevice, MidiScale, InstrumentGroupDevice, Echo	Guitar Rig 5	
Outer Space	./__psychy rock  tracks/_psych demos Project/autotune Space Project/Outer Space.als	11.0_11300	0.03	2024-11-03 00:01:42	2023-10-02 00:47:32	7	11	2024	2023	GroupTrack, AudioTrack, MasterTrack	PluginDevice	Guitar Rig 5	
mell loops	./__psychy rock  tracks/_psych demos Project/autotune Space Project/wip mell loops Project/mell loops.als	11.0_11300	0.05	2024-11-03 00:01:43	2023-10-02 00:47:32	6	11	2024	2023	AudioTrack, ReturnTrack, MasterTrack	PluginDevice, Reverb, Echo	Guitar Rig 5, Toraverb	
acoustic sad vox	./__psychy rock  tracks/_psych demos Project/autotune Space Project/acoustic sad vox psych Project/acoustic sad vox.als	11.0_11300	0.03	2024-12-02 22:31:32	2024-12-02 22:31:32	6	11	2024	2024	AudioTrack, ReturnTrack, MasterTrack	PluginDevice	Guitar Rig 5, Solid Bus Comp	
trippy vox loops	./__psychy rock  tracks/_psych demos Project/source projects/trippy vox loops/trippy vox loops.als	10.0_377	0.08	2024-11-03 00:01:44	2019-09-27 20:27:38	7	10	2024	2019	GroupTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, BeatRepeat, AuPluginDevice, Corpus, Limiter, Eq8, Compressor2	iZotope Ozone 5	GS-201
high vox loops	./__psychy rock  tracks/_psych demos Project/source projects/trippy vox loops/high vox loops.als	10.0_377	0.06	2024-11-03 00:01:44	2019-09-27 20:27:00	7	10	2024	2019	GroupTrack, AudioTrack, ReturnTrack, MasterTrack	PluginDevice, BeatRepeat, AuPluginDevice, Corpus, Limiter, Eq8, Compressor2	iZotope Ozone 5	GS-201
psychccy acoust trip loops	./__psychy rock  tracks/_psych demos Project/psychccy acoust trip loops Project/psychccy acoust trip loops.als	11.0_11300	0.13	2024-11-03 00:01:43	2023-10-02 00:45:54	5	11	2024	2023	AudioTrack, MidiTrack, MasterTrack	StereoGain, AudioEffectGroupDevice, Eq8, PluginDevice	Reaktor 6 FX, Guitar Rig 5, Maschine 2	
_washed out guitar vox	./__psychy rock  tracks/_washed out demos guitar vox  Project/_washed out guitar vox.als	10.0_377	0.21	2024-12-02 20:20:33	2024-12-02 20:19:28	16	10	2024	2024	AudioTrack, ReturnTrack, MasterTrack	Eq8, Delay, StereoGain, AudioEffectGroupDevice, GlueCompressor, Reverb, Compressor2, PluginDevice	TAL-Chorus-LX, iZotope Alloy 2, iZotope Ozone 5	
chilltrip beat	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/chilltrip beat Project/chilltrip beat.als	10.0_370	0.05	2024-11-03 00:01:46	2019-04-09 01:14:52	6	10	2024	2019	AudioTrack, MidiTrack, MasterTrack	AutoFilter, Compressor2, DrumGroupDevice, Overdrive		
Vintage 60's Guitar + Organ Jam	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/vintg60's Jam Project/Vintage 60's Guitar + Organ Jam.als	10.0_370	0.02	2024-11-03 00:01:48	2019-04-09 01:15:00	10	10	2024	2019	AudioTrack, GroupTrack, MasterTrack			
Chillllin tuf Vibe	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/Chillllin tuf Vibe Project/Chillllin tuf Vibe.als	10.0_370	0.08	2024-11-03 00:01:45	2019-04-09 01:14:50	20	10	2024	2019	GroupTrack, AudioTrack, MasterTrack	AutoFilter, Reverb, Eq8		
sloowdive a10 gsi	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/sloowdive  herin Project/sloowdive a10 gsi.als	10.0_370	0.09	2024-11-03 00:01:47	2018-11-05 01:46:32	21	10	2024	2018	AudioTrack, GroupTrack, ReturnTrack, MasterTrack	AutoFilter, AutoPan, Eq8, BeatRepeat, PluginDevice	GS-201	
pavemennt gsi	./__psychy rock  tracks/_washed out demos guitar vox  Project/source projects/pavemennt Project/pavemennt gsi.als	10.0_377	0.04	2024-11-03 00:01:46	2022-11-20 02:17:58	5	10	2024	2022	AudioTrack, GroupTrack, MasterTrack	PluginDevice, Compressor2	iZotope Ozone 5, GS-201, Ozone Pro	
